Size of Array,Type of Array,Sorting Algorithm,Number of Comparisons,Execution Time
6,Inversely-sorted,Insertion,15,4.18e-07
6,Random,Heap,14,4.61e-07
6,Random,Bubble,14,4.54e-07
6,Random,Selection,15,3.8e-07
6,Random,Insertion,10,3.74e-07
6,Sorted,Heap,5,1.2e-07
6,Sorted,Bubble,5,1.3e-07
6,Sorted,Selection,15,2.93e-07
6,Sorted,Insertion,5,1.93e-07
6,Inversely-sorted,Heap,15,4.24e-07
6,Inversely-sorted,Bubble,15,4.27e-07
6,Inversely-sorted,Selection,15,4.62e-07
6,Inversely-sorted,Insertion,15,4.72e-07
6,Random,Heap,14,4.22e-07
6,Random,Bubble,14,3.24e-07
6,Random,Selection,15,3.52e-07
6,Random,Insertion,10,3.5e-07
6,Sorted,Heap,5,1.4e-07
6,Sorted,Bubble,5,1.37e-07
6,Sorted,Selection,15,3.23e-07
6,Sorted,Insertion,5,1.65e-07
6,Inversely-sorted,Heap,15,5.34e-07
6,Inversely-sorted,Bubble,15,4.39e-07
6,Inversely-sorted,Selection,15,4.04e-07
6,Inversely-sorted,Insertion,15,4.99e-07
6,Random,Heap,12,3.28e-07
6,Random,Bubble,12,3.39e-07
6,Random,Selection,15,3.64e-07
6,Random,Insertion,9,3.68e-07
6,Sorted,Heap,5,1.57e-07
6,Sorted,Bubble,5,1.76e-07
6,Sorted,Selection,15,3.98e-07
6,Sorted,Insertion,5,2.03e-07
6,Inversely-sorted,Heap,15,4.37e-07
6,Inversely-sorted,Bubble,15,4.47e-07
6,Inversely-sorted,Selection,15,3.45e-07
6,Inversely-sorted,Insertion,15,4.36e-07
6,Random,Heap,15,4.83e-07
6,Random,Bubble,15,5.95e-07
6,Random,Selection,15,3.95e-07
6,Random,Insertion,14,3.67e-07
6,Sorted,Heap,5,1.37e-07
6,Sorted,Bubble,5,1.14e-07
6,Sorted,Selection,15,2.79e-07
6,Sorted,Insertion,5,1.5e-07
6,Inversely-sorted,Heap,15,3.76e-07
6,Inversely-sorted,Bubble,15,3.45e-07
6,Inversely-sorted,Selection,15,4.96e-07
6,Inversely-sorted,Insertion,15,5.6e-07
6,Random,Heap,15,5.27e-07
6,Random,Bubble,15,4.59e-07
6,Random,Selection,15,3e-07
6,Random,Insertion,13,2.85e-07
6,Sorted,Heap,5,1.26e-07
6,Sorted,Bubble,5,1.02e-07
6,Sorted,Selection,15,2.43e-07
6,Sorted,Insertion,5,1.26e-07
6,Inversely-sorted,Heap,15,3.14e-07
6,Inversely-sorted,Bubble,15,3.22e-07
6,Inversely-sorted,Selection,15,4.84e-07
6,Inversely-sorted,Insertion,15,4.87e-07
6,Random,Heap,15,4.43e-07
6,Random,Bubble,15,3.37e-07
6,Random,Selection,15,3.18e-07
6,Random,Insertion,9,3.58e-07
6,Sorted,Heap,5,1.46e-07
6,Sorted,Bubble,5,1.21e-07
6,Sorted,Selection,15,2.26e-07
6,Sorted,Insertion,5,1.72e-07
6,Inversely-sorted,Heap,15,4.95e-07
6,Inversely-sorted,Bubble,15,4.38e-07
6,Inversely-sorted,Selection,15,3.97e-07
6,Inversely-sorted,Insertion,15,3.97e-07
6,Random,Heap,14,4.82e-07
6,Random,Bubble,14,4.1e-07
6,Random,Selection,15,3.87e-07
6,Random,Insertion,11,3.5e-07
6,Sorted,Heap,5,1.43e-07
6,Sorted,Bubble,5,1.28e-07
6,Sorted,Selection,15,3.03e-07
6,Sorted,Insertion,5,1.4e-07
6,Inversely-sorted,Heap,15,4.8e-07
6,Inversely-sorted,Bubble,15,2.94e-07
6,Inversely-sorted,Selection,15,2.77e-07
6,Inversely-sorted,Insertion,15,2.97e-07
7,Random,Heap,21,3.88e-07
7,Random,Bubble,21,2.91e-07
7,Random,Selection,21,4.8e-07
7,Random,Insertion,12,3.18e-07
7,Sorted,Heap,6,1.3e-07
7,Sorted,Bubble,6,1.15e-07
7,Sorted,Selection,21,3.79e-07
7,Sorted,Insertion,6,2.03e-07
7,Inversely-sorted,Heap,21,5.79e-07
7,Inversely-sorted,Bubble,21,5.71e-07
7,Inversely-sorted,Selection,21,4.83e-07
7,Inversely-sorted,Insertion,21,5.71e-07
7,Random,Heap,21,5.79e-07
7,Random,Bubble,21,5.52e-07
7,Random,Selection,21,4.58e-07
7,Random,Insertion,14,3.89e-07
7,Sorted,Heap,6,1.61e-07
7,Sorted,Bubble,6,1.39e-07
7,Sorted,Selection,21,3.16e-07
7,Sorted,Insertion,6,1.55e-07
7,Inversely-sorted,Heap,21,5.31e-07
7,Inversely-sorted,Bubble,21,5.61e-07
7,Inversely-sorted,Selection,21,3.84e-07
7,Inversely-sorted,Insertion,21,4.64e-07
7,Random,Heap,20,5.83e-07
7,Random,Bubble,20,4.36e-07
7,Random,Selection,21,4.5e-07
7,Random,Insertion,16,4.67e-07
7,Sorted,Heap,6,1.29e-07
7,Sorted,Bubble,6,1.35e-07
7,Sorted,Selection,21,3.25e-07
7,Sorted,Insertion,6,1.3e-07
7,Inversely-sorted,Heap,21,4.68e-07
7,Inversely-sorted,Bubble,21,4.47e-07
7,Inversely-sorted,Selection,21,3.16e-07
7,Inversely-sorted,Insertion,21,5.61e-07
7,Random,Heap,21,6.22e-07
7,Random,Bubble,21,5.12e-07
7,Random,Selection,21,4.75e-07
7,Random,Insertion,19,5.2e-07
7,Sorted,Heap,6,1.24e-07
7,Sorted,Bubble,6,1.3e-07
7,Sorted,Selection,21,3.46e-07
7,Sorted,Insertion,6,2.01e-07
7,Inversely-sorted,Heap,21,5.33e-07
7,Inversely-sorted,Bubble,21,5.21e-07
7,Inversely-sorted,Selection,21,3.08e-07
7,Inversely-sorted,Insertion,21,5.74e-07
7,Random,Heap,21,5.14e-07
7,Random,Bubble,21,4.95e-07
7,Random,Selection,21,4.37e-07
7,Random,Insertion,17,4.74e-07
7,Sorted,Heap,6,1.21e-07
7,Sorted,Bubble,6,1.42e-07
7,Sorted,Selection,21,3.22e-07
7,Sorted,Insertion,6,1.52e-07
7,Inversely-sorted,Heap,21,3.39e-07
7,Inversely-sorted,Bubble,21,3.19e-07
7,Inversely-sorted,Selection,21,2.37e-07
7,Inversely-sorted,Insertion,21,4.02e-07
7,Random,Heap,20,4.2e-07
7,Random,Bubble,20,3.43e-07
7,Random,Selection,21,3.87e-07
7,Random,Insertion,17,3.55e-07
7,Sorted,Heap,6,1.28e-07
7,Sorted,Bubble,6,1.54e-07
7,Sorted,Selection,21,3.85e-07
7,Sorted,Insertion,6,1.16e-07
7,Inversely-sorted,Heap,21,3.43e-07
7,Inversely-sorted,Bubble,21,5.48e-07
7,Inversely-sorted,Selection,21,2.12e-07
7,Inversely-sorted,Insertion,21,3.94e-07
7,Random,Heap,21,3.66e-07
7,Random,Bubble,21,3.29e-07
7,Random,Selection,21,3.92e-07
7,Random,Insertion,16,3.01e-07
7,Sorted,Heap,6,9.7e-08
7,Sorted,Bubble,6,1.04e-07
7,Sorted,Selection,21,3.85e-07
7,Sorted,Insertion,6,1.86e-07
7,Inversely-sorted,Heap,21,5.03e-07
7,Inversely-sorted,Bubble,21,5.58e-07
7,Inversely-sorted,Selection,21,3.59e-07
7,Inversely-sorted,Insertion,21,4.24e-07
7,Random,Heap,18,3.53e-07
7,Random,Bubble,18,3.63e-07
7,Random,Selection,21,3.8e-07
7,Random,Insertion,13,2.88e-07
7,Sorted,Heap,6,1.09e-07
7,Sorted,Bubble,6,9.3e-08
7,Sorted,Selection,21,2.4e-07
7,Sorted,Insertion,6,1.96e-07
7,Inversely-sorted,Heap,21,7e-07
7,Inversely-sorted,Bubble,21,6.79e-07
7,Inversely-sorted,Selection,21,4.48e-07
7,Inversely-sorted,Insertion,21,7.21e-07
7,Random,Heap,21,6.61e-07
7,Random,Bubble,21,6.14e-07
7,Random,Selection,21,4.56e-07
7,Random,Insertion,16,3.96e-07
7,Sorted,Heap,6,2e-07
7,Sorted,Bubble,6,1.57e-07
7,Sorted,Selection,21,4.04e-07
7,Sorted,Insertion,6,1.91e-07
7,Inversely-sorted,Heap,21,6.52e-07
7,Inversely-sorted,Bubble,21,5.31e-07
7,Inversely-sorted,Selection,21,3.92e-07
7,Inversely-sorted,Insertion,21,5.7e-07
7,Random,Heap,15,4.3e-07
7,Random,Bubble,15,3.77e-07
7,Random,Selection,21,4.63e-07
7,Random,Insertion,12,3.65e-07
7,Sorted,Heap,6,1.6e-07
7,Sorted,Bubble,6,1.13e-07
7,Sorted,Selection,21,4.09e-07
7,Sorted,Insertion,6,1.47e-07
7,Inversely-sorted,Heap,21,5.84e-07
7,Inversely-sorted,Bubble,21,5.7e-07
7,Inversely-sorted,Selection,21,4.61e-07
7,Inversely-sorted,Insertion,21,5.41e-07
7,Random,Heap,21,6.74e-07
7,Random,Bubble,21,6.5e-07
7,Random,Selection,21,4.47e-07
7,Random,Insertion,19,5.29e-07
7,Sorted,Heap,6,1.39e-07
7,Sorted,Bubble,6,1e-07
7,Sorted,Selection,21,3.67e-07
7,Sorted,Insertion,6,1.34e-07
7,Inversely-sorted,Heap,21,3.47e-07
7,Inversely-sorted,Bubble,21,3.64e-07
7,Inversely-sorted,Selection,21,2.83e-07
7,Inversely-sorted,Insertion,21,3.51e-07
7,Random,Heap,18,3.55e-07
7,Random,Bubble,18,2.76e-07
7,Random,Selection,21,3.93e-07
7,Random,Insertion,15,4.32e-07
7,Sorted,Heap,6,8.4e-08
7,Sorted,Bubble,6,9.4e-08
7,Sorted,Selection,21,2.36e-07
7,Sorted,Insertion,6,1.01e-07
7,Inversely-sorted,Heap,21,3.58e-07
7,Inversely-sorted,Bubble,21,3.04e-07
7,Inversely-sorted,Selection,21,2.41e-07
7,Inversely-sorted,Insertion,21,3.47e-07
7,Random,Heap,15,2.79e-07
7,Random,Bubble,15,2.53e-07
7,Random,Selection,21,3.35e-07
7,Random,Insertion,13,2.73e-07
7,Sorted,Heap,6,2.2e-07
7,Sorted,Bubble,6,1.47e-07
7,Sorted,Selection,21,3.83e-07
7,Sorted,Insertion,6,1.69e-07
7,Inversely-sorted,Heap,21,4.81e-07
7,Inversely-sorted,Bubble,21,3.07e-07
7,Inversely-sorted,Selection,21,2.31e-07
7,Inversely-sorted,Insertion,21,3.82e-07
7,Random,Heap,18,3.08e-07
7,Random,Bubble,18,2.63e-07
7,Random,Selection,21,3.52e-07
7,Random,Insertion,9,2.51e-07
7,Sorted,Heap,6,8.4e-08
7,Sorted,Bubble,6,1.45e-07
7,Sorted,Selection,21,5.32e-07
7,Sorted,Insertion,6,2.05e-07
7,Inversely-sorted,Heap,21,6.66e-07
7,Inversely-sorted,Bubble,21,6.88e-07
7,Inversely-sorted,Selection,21,3.82e-07
7,Inversely-sorted,Insertion,21,5.6e-07
7,Random,Heap,18,4.19e-07
7,Random,Bubble,18,3.59e-07
7,Random,Selection,21,4.37e-07
7,Random,Insertion,12,3.49e-07
7,Sorted,Heap,6,1.5e-07
7,Sorted,Bubble,6,1.65e-07
7,Sorted,Selection,21,4.36e-07
7,Sorted,Insertion,6,1.76e-07
7,Inversely-sorted,Heap,21,5.99e-07
7,Inversely-sorted,Bubble,21,5.25e-07
7,Inversely-sorted,Selection,21,4.21e-07
7,Inversely-sorted,Insertion,21,6.33e-07
7,Random,Heap,21,5.33e-07
7,Random,Bubble,21,4.8e-07
7,Random,Selection,21,4.23e-07
7,Random,Insertion,15,4.62e-07
7,Sorted,Heap,6,1.73e-07
7,Sorted,Bubble,6,1.18e-07
7,Sorted,Selection,21,3.55e-07
7,Sorted,Insertion,6,2e-07
7,Inversely-sorted,Heap,21,6.01e-07
7,Inversely-sorted,Bubble,21,4.24e-07
7,Inversely-sorted,Selection,21,3.52e-07
7,Inversely-sorted,Insertion,21,5.5e-07
7,Random,Heap,21,5.82e-07
7,Random,Bubble,21,4.84e-07
7,Random,Selection,21,4.78e-07
7,Random,Insertion,19,5.19e-07
7,Sorted,Heap,6,1.54e-07
7,Sorted,Bubble,6,1.25e-07
7,Sorted,Selection,21,3.68e-07
7,Sorted,Insertion,6,1.69e-07
7,Inversely-sorted,Heap,21,5.55e-07
7,Inversely-sorted,Bubble,21,5.74e-07
7,Inversely-sorted,Selection,21,4.03e-07
7,Inversely-sorted,Insertion,21,6.16e-07
7,Random,Heap,11,3.21e-07
7,Random,Bubble,11,3.05e-07
7,Random,Selection,21,4.24e-07
7,Random,Insertion,9,2.15e-07
7,Sorted,Heap,6,1.42e-07
7,Sorted,Bubble,6,8e-08
7,Sorted,Selection,21,2.02e-07
7,Sorted,Insertion,6,1.12e-07
7,Inversely-sorted,Heap,21,3.07e-07
7,Inversely-sorted,Bubble,21,3.65e-07
7,Inversely-sorted,Selection,21,2.44e-07
7,Inversely-sorted,Insertion,21,6.22e-07
7,Random,Heap,20,5.88e-07
7,Random,Bubble,20,3.64e-07
7,Random,Selection,21,4.23e-07
7,Random,Insertion,19,3.69e-07
7,Sorted,Heap,6,8.8e-08
7,Sorted,Bubble,6,6.4e-08
7,Sorted,Selection,21,2.29e-07
7,Sorted,Insertion,6,1.1e-07
7,Inversely-sorted,Heap,21,4.98e-07
7,Inversely-sorted,Bubble,21,3.34e-07
7,Inversely-sorted,Selection,21,2.26e-07
7,Inversely-sorted,Insertion,21,3.11e-07
7,Random,Heap,21,4.77e-07
7,Random,Bubble,21,4.85e-07
7,Random,Selection,21,4.7e-07
7,Random,Insertion,18,4.22e-07
7,Sorted,Heap,6,1.27e-07
7,Sorted,Bubble,6,1.5e-07
7,Sorted,Selection,21,3.11e-07
7,Sorted,Insertion,6,1.33e-07
7,Inversely-sorted,Heap,21,6e-07
7,Inversely-sorted,Bubble,21,5.41e-07
7,Inversely-sorted,Selection,21,3.44e-07
7,Inversely-sorted,Insertion,21,5.3e-07
7,Random,Heap,18,4.79e-07
7,Random,Bubble,18,4.72e-07
7,Random,Selection,21,3.89e-07
7,Random,Insertion,13,2.59e-07
7,Sorted,Heap,6,9.9e-08
7,Sorted,Bubble,6,8.7e-08
7,Sorted,Selection,21,1.95e-07
7,Sorted,Insertion,6,1.01e-07
7,Inversely-sorted,Heap,21,3.01e-07
7,Inversely-sorted,Bubble,21,3.84e-07
7,Inversely-sorted,Selection,21,5.06e-07
7,Inversely-sorted,Insertion,21,8e-07
7,Random,Heap,20,5.54e-07
7,Random,Bubble,20,5.6e-07
7,Random,Selection,21,5.42e-07
7,Random,Insertion,17,5.41e-07
7,Sorted,Heap,6,1.77e-07
7,Sorted,Bubble,6,1.57e-07
7,Sorted,Selection,21,4.19e-07
7,Sorted,Insertion,6,1.5e-07
7,Inversely-sorted,Heap,21,5.88e-07
7,Inversely-sorted,Bubble,21,5.58e-07
7,Inversely-sorted,Selection,21,3.97e-07
7,Inversely-sorted,Insertion,21,5.25e-07
7,Random,Heap,20,5.34e-07
7,Random,Bubble,20,4.84e-07
7,Random,Selection,21,4.53e-07
7,Random,Insertion,16,4.45e-07
7,Sorted,Heap,6,1.61e-07
7,Sorted,Bubble,6,1.1e-07
7,Sorted,Selection,21,3.57e-07
7,Sorted,Insertion,6,1.87e-07
7,Inversely-sorted,Heap,21,5.66e-07
7,Inversely-sorted,Bubble,21,5.2e-07
7,Inversely-sorted,Selection,21,4.24e-07
7,Inversely-sorted,Insertion,21,5.56e-07
7,Random,Heap,20,4.98e-07
7,Random,Bubble,20,4.23e-07
7,Random,Selection,21,4.69e-07
7,Random,Insertion,15,4.01e-07
7,Sorted,Heap,6,1.6e-07
7,Sorted,Bubble,6,1.18e-07
7,Sorted,Selection,21,3.05e-07
7,Sorted,Insertion,6,1.83e-07
7,Inversely-sorted,Heap,21,5.99e-07
7,Inversely-sorted,Bubble,21,6.09e-07
7,Inversely-sorted,Selection,21,4.04e-07
7,Inversely-sorted,Insertion,21,5.43e-07
7,Random,Heap,21,6.46e-07
7,Random,Bubble,21,5.62e-07
7,Random,Selection,21,4.97e-07
7,Random,Insertion,14,4.1e-07
7,Sorted,Heap,6,1.6e-07
7,Sorted,Bubble,6,1.28e-07
7,Sorted,Selection,21,3.41e-07
7,Sorted,Insertion,6,1.63e-07
7,Inversely-sorted,Heap,21,5.81e-07
7,Inversely-sorted,Bubble,21,5.53e-07
7,Inversely-sorted,Selection,21,3.33e-07
7,Inversely-sorted,Insertion,21,6.06e-07
7,Random,Heap,20,4.85e-07
7,Random,Bubble,20,4.42e-07
7,Random,Selection,21,3.59e-07
7,Random,Insertion,14,2.82e-07
7,Sorted,Heap,6,1.13e-07
7,Sorted,Bubble,6,1e-07
7,Sorted,Selection,21,2.4e-07
7,Sorted,Insertion,6,9.8e-08
7,Inversely-sorted,Heap,21,3.94e-07
7,Inversely-sorted,Bubble,21,3.04e-07
7,Inversely-sorted,Selection,21,2.02e-07
7,Inversely-sorted,Insertion,21,6.5e-07
7,Random,Heap,15,3.79e-07
7,Random,Bubble,15,3.39e-07
7,Random,Selection,21,3.19e-07
7,Random,Insertion,11,2.35e-07
7,Sorted,Heap,6,7.5e-08
7,Sorted,Bubble,6,8.7e-08
7,Sorted,Selection,21,2.33e-07
7,Sorted,Insertion,6,1.48e-07
7,Inversely-sorted,Heap,21,3.43e-07
7,Inversely-sorted,Bubble,21,3.14e-07
7,Inversely-sorted,Selection,21,3.51e-07
7,Inversely-sorted,Insertion,21,3.61e-07
7,Random,Heap,15,2.49e-07
7,Random,Bubble,15,2.02e-07
7,Random,Selection,21,3.57e-07
7,Random,Insertion,11,3.69e-07
7,Sorted,Heap,6,1.32e-07
7,Sorted,Bubble,6,1.23e-07
7,Sorted,Selection,21,2.92e-07
7,Sorted,Insertion,6,1.32e-07
7,Inversely-sorted,Heap,21,5.94e-07
7,Inversely-sorted,Bubble,21,5.2e-07
7,Inversely-sorted,Selection,21,2.85e-07
7,Inversely-sorted,Insertion,21,5.91e-07
7,Random,Heap,21,5.36e-07
7,Random,Bubble,21,3.65e-07
7,Random,Selection,21,3.68e-07
7,Random,Insertion,18,3.19e-07
7,Sorted,Heap,6,7.3e-08
7,Sorted,Bubble,6,8.6e-08
7,Sorted,Selection,21,2.74e-07
7,Sorted,Insertion,6,8.8e-08
7,Inversely-sorted,Heap,21,3.66e-07
7,Inversely-sorted,Bubble,21,5.99e-07
7,Inversely-sorted,Selection,21,4.97e-07
7,Inversely-sorted,Insertion,21,6.88e-07
7,Random,Heap,21,6.71e-07
7,Random,Bubble,21,5.01e-07
7,Random,Selection,21,4.92e-07
7,Random,Insertion,14,4.07e-07
7,Sorted,Heap,6,1.65e-07
7,Sorted,Bubble,6,1.71e-07
7,Sorted,Selection,21,4.16e-07
7,Sorted,Insertion,6,1.57e-07
7,Inversely-sorted,Heap,21,6.98e-07
7,Inversely-sorted,Bubble,21,6.77e-07
7,Inversely-sorted,Selection,21,4.47e-07
7,Inversely-sorted,Insertion,21,5.56e-07
8,Random,Heap,25,6.02e-07
8,Random,Bubble,25,5.42e-07
8,Random,Selection,28,6.13e-07
8,Random,Insertion,17,5.35e-07
8,Sorted,Heap,7,1.59e-07
8,Sorted,Bubble,7,1.36e-07
8,Sorted,Selection,28,4.97e-07
8,Sorted,Insertion,7,2.07e-07
8,Inversely-sorted,Heap,28,8.52e-07
8,Inversely-sorted,Bubble,28,7.93e-07
8,Inversely-sorted,Selection,28,6.2e-07
8,Inversely-sorted,Insertion,28,6.1e-07
8,Random,Heap,28,6.79e-07
8,Random,Bubble,28,4.85e-07
8,Random,Selection,28,5.58e-07
8,Random,Insertion,22,5.95e-07
8,Sorted,Heap,7,1.31e-07
8,Sorted,Bubble,7,1.4e-07
8,Sorted,Selection,28,4.79e-07
8,Sorted,Insertion,7,1.7e-07
8,Inversely-sorted,Heap,28,6.5e-07
8,Inversely-sorted,Bubble,28,6.13e-07
8,Inversely-sorted,Selection,28,5.47e-07
8,Inversely-sorted,Insertion,28,8.3e-07
8,Random,Heap,25,6.47e-07
8,Random,Bubble,25,5.55e-07
8,Random,Selection,28,5.59e-07
8,Random,Insertion,15,4.4e-07
8,Sorted,Heap,7,2.64e-07
8,Sorted,Bubble,7,1.77e-07
8,Sorted,Selection,28,4.05e-07
8,Sorted,Insertion,7,1.57e-07
8,Inversely-sorted,Heap,28,5e-07
8,Inversely-sorted,Bubble,28,4.81e-07
8,Inversely-sorted,Selection,28,3.92e-07
8,Inversely-sorted,Insertion,28,5.49e-07
8,Random,Heap,27,6.51e-07
8,Random,Bubble,27,5.78e-07
8,Random,Selection,28,5.23e-07
8,Random,Insertion,20,5.93e-07
8,Sorted,Heap,7,1.36e-07
8,Sorted,Bubble,7,1.36e-07
8,Sorted,Selection,28,3.98e-07
8,Sorted,Insertion,7,2.04e-07
8,Inversely-sorted,Heap,28,7.59e-07
8,Inversely-sorted,Bubble,28,7.51e-07
8,Inversely-sorted,Selection,28,4.53e-07
8,Inversely-sorted,Insertion,28,7.73e-07
8,Random,Heap,25,6.22e-07
8,Random,Bubble,25,5.41e-07
8,Random,Selection,28,5.54e-07
8,Random,Insertion,17,5.08e-07
8,Sorted,Heap,7,1.81e-07
8,Sorted,Bubble,7,1.33e-07
8,Sorted,Selection,28,2.94e-07
8,Sorted,Insertion,7,1.6e-07
8,Inversely-sorted,Heap,28,8.16e-07
8,Inversely-sorted,Bubble,28,6.05e-07
8,Inversely-sorted,Selection,28,4.82e-07
8,Inversely-sorted,Insertion,28,6.83e-07
8,Random,Heap,22,5.07e-07
8,Random,Bubble,22,3.08e-07
8,Random,Selection,28,4.18e-07
8,Random,Insertion,17,4.35e-07
8,Sorted,Heap,7,1.55e-07
8,Sorted,Bubble,7,1.23e-07
8,Sorted,Selection,28,3.26e-07
8,Sorted,Insertion,7,9.9e-08
8,Inversely-sorted,Heap,28,4.65e-07
8,Inversely-sorted,Bubble,28,4.12e-07
8,Inversely-sorted,Selection,28,4.1e-07
8,Inversely-sorted,Insertion,28,4.29e-07
8,Random,Heap,28,5.14e-07
8,Random,Bubble,28,4.78e-07
8,Random,Selection,28,4.13e-07
8,Random,Insertion,23,7.21e-07
8,Sorted,Heap,7,2.32e-07
8,Sorted,Bubble,7,1.33e-07
8,Sorted,Selection,28,4.24e-07
8,Sorted,Insertion,7,1.79e-07
8,Inversely-sorted,Heap,28,7.26e-07
8,Inversely-sorted,Bubble,28,5.74e-07
8,Inversely-sorted,Selection,28,4.31e-07
8,Inversely-sorted,Insertion,28,7.43e-07
8,Random,Heap,25,7.43e-07
8,Random,Bubble,25,5.58e-07
8,Random,Selection,28,4.77e-07
8,Random,Insertion,20,4.36e-07
8,Sorted,Heap,7,1.36e-07
8,Sorted,Bubble,7,1.19e-07
8,Sorted,Selection,28,4.79e-07
8,Sorted,Insertion,7,1.8e-07
8,Inversely-sorted,Heap,28,6.99e-07
8,Inversely-sorted,Bubble,28,6.88e-07
8,Inversely-sorted,Selection,28,4.72e-07
8,Inversely-sorted,Insertion,28,8e-07
8,Random,Heap,28,9.3e-07
8,Random,Bubble,28,7.13e-07
8,Random,Selection,28,6.17e-07
8,Random,Insertion,23,5.82e-07
8,Sorted,Heap,7,1.51e-07
8,Sorted,Bubble,7,1.43e-07
8,Sorted,Selection,28,4.15e-07
8,Sorted,Insertion,7,1.53e-07
8,Inversely-sorted,Heap,28,7.38e-07
8,Inversely-sorted,Bubble,28,7.54e-07
8,Inversely-sorted,Selection,28,4.65e-07
8,Inversely-sorted,Insertion,28,6.71e-07
8,Random,Heap,27,6.99e-07
8,Random,Bubble,27,5.51e-07
8,Random,Selection,28,4.52e-07
8,Random,Insertion,17,4.54e-07
8,Sorted,Heap,7,1.65e-07
8,Sorted,Bubble,7,1.02e-07
8,Sorted,Selection,28,3.09e-07
8,Sorted,Insertion,7,9.8e-08
8,Inversely-sorted,Heap,28,4.55e-07
8,Inversely-sorted,Bubble,28,4.45e-07
8,Inversely-sorted,Selection,28,3.82e-07
8,Inversely-sorted,Insertion,28,4.17e-07
8,Random,Heap,27,5.26e-07
8,Random,Bubble,27,8.8e-07
8,Random,Selection,28,5.65e-07
8,Random,Insertion,20,3.66e-07
8,Sorted,Heap,7,1.2e-07
8,Sorted,Bubble,7,9.2e-08
8,Sorted,Selection,28,2.2e-07
8,Sorted,Insertion,7,8e-08
8,Inversely-sorted,Heap,28,4.85e-07
8,Inversely-sorted,Bubble,28,4.19e-07
8,Inversely-sorted,Selection,28,3.13e-07
8,Inversely-sorted,Insertion,28,8.28e-07
8,Random,Heap,28,7.2e-07
8,Random,Bubble,28,5.53e-07
8,Random,Selection,28,5.49e-07
8,Random,Insertion,20,5.4e-07
8,Sorted,Heap,7,1.13e-07
8,Sorted,Bubble,7,1e-07
8,Sorted,Selection,28,3.14e-07
8,Sorted,Insertion,7,9.5e-08
8,Inversely-sorted,Heap,28,4.2e-07
8,Inversely-sorted,Bubble,28,4.73e-07
8,Inversely-sorted,Selection,28,2.48e-07
8,Inversely-sorted,Insertion,28,4.1e-07
8,Random,Heap,25,7.2e-07
8,Random,Bubble,25,6.07e-07
8,Random,Selection,28,6.03e-07
8,Random,Insertion,19,5.15e-07
8,Sorted,Heap,7,1.66e-07
8,Sorted,Bubble,7,1.28e-07
8,Sorted,Selection,28,3.6e-07
8,Sorted,Insertion,7,1.68e-07
8,Inversely-sorted,Heap,28,6.5e-07
8,Inversely-sorted,Bubble,28,6.47e-07
8,Inversely-sorted,Selection,28,3.79e-07
8,Inversely-sorted,Insertion,28,6.03e-07
8,Random,Heap,18,3.93e-07
8,Random,Bubble,18,3.55e-07
8,Random,Selection,28,4.03e-07
8,Random,Insertion,13,2.79e-07
8,Sorted,Heap,7,9.6e-08
8,Sorted,Bubble,7,8.6e-08
8,Sorted,Selection,28,2.58e-07
8,Sorted,Insertion,7,1.2e-07
8,Inversely-sorted,Heap,28,8.85e-07
8,Inversely-sorted,Bubble,28,7.9e-07
8,Inversely-sorted,Selection,28,6.25e-07
8,Inversely-sorted,Insertion,28,8.44e-07
8,Random,Heap,25,5.37e-07
8,Random,Bubble,25,5e-07
8,Random,Selection,28,4.9e-07
8,Random,Insertion,17,4.54e-07
8,Sorted,Heap,7,1.65e-07
8,Sorted,Bubble,7,1.79e-07
8,Sorted,Selection,28,5.65e-07
8,Sorted,Insertion,7,2.03e-07
8,Inversely-sorted,Heap,28,8.55e-07
8,Inversely-sorted,Bubble,28,7.9e-07
8,Inversely-sorted,Selection,28,5.06e-07
8,Inversely-sorted,Insertion,28,5.71e-07
8,Random,Heap,28,6.39e-07
8,Random,Bubble,28,4.99e-07
8,Random,Selection,28,4.92e-07
8,Random,Insertion,22,5.41e-07
8,Sorted,Heap,7,1.37e-07
8,Sorted,Bubble,7,1.07e-07
8,Sorted,Selection,28,3.14e-07
8,Sorted,Insertion,7,1.8e-07
8,Inversely-sorted,Heap,28,2.399e-06
8,Inversely-sorted,Bubble,28,5.54e-07
8,Inversely-sorted,Selection,28,3.96e-07
8,Inversely-sorted,Insertion,28,5.2e-07
8,Random,Heap,13,3.14e-07
8,Random,Bubble,13,3.26e-07
8,Random,Selection,28,5.22e-07
8,Random,Insertion,12,3.72e-07
8,Sorted,Heap,7,9.3e-08
8,Sorted,Bubble,7,1.19e-07
8,Sorted,Selection,28,4.26e-07
8,Sorted,Insertion,7,1.07e-07
8,Inversely-sorted,Heap,28,7e-07
8,Inversely-sorted,Bubble,28,5.7e-07
8,Inversely-sorted,Selection,28,5.12e-07
8,Inversely-sorted,Insertion,28,6.85e-07
8,Random,Heap,28,3.5031e-05
8,Random,Bubble,28,6.92e-07
8,Random,Selection,28,5.58e-07
8,Random,Insertion,25,5.85e-07
8,Sorted,Heap,7,1.125e-06
8,Sorted,Bubble,7,1.5e-07
8,Sorted,Selection,28,3.52e-07
8,Sorted,Insertion,7,1.5e-07
8,Inversely-sorted,Heap,28,6.33e-07
8,Inversely-sorted,Bubble,28,5.32e-07
8,Inversely-sorted,Selection,28,4.18e-07
