Size of Array,Type of Array,Sorting Algorithm,Number of Comparisons,Execution Time
25,Random,Selection,300,2.641e-06
25,Random,Insertion,131,2.583e-06
25,Sorted,Heap,24,2.48e-07
25,Sorted,Bubble,24,2.13e-07
25,Sorted,Selection,300,1.847e-06
25,Sorted,Insertion,24,2.99e-07
25,Inversely-sorted,Heap,300,5.165e-06
25,Inversely-sorted,Bubble,300,5.617e-06
25,Inversely-sorted,Selection,300,1.941e-06
25,Inversely-sorted,Insertion,300,5.95e-06
25,Random,Heap,272,4.683e-06
25,Random,Bubble,272,4.492e-06
25,Random,Selection,300,6.446e-06
25,Random,Insertion,166,3.311e-06
25,Sorted,Heap,24,2.41e-07
25,Sorted,Bubble,24,2.29e-07
25,Sorted,Selection,300,1.908e-06
25,Sorted,Insertion,24,2.87e-07
25,Inversely-sorted,Heap,300,5.7e-06
25,Inversely-sorted,Bubble,300,5.162e-06
25,Inversely-sorted,Selection,300,2.435e-06
25,Inversely-sorted,Insertion,300,6.019e-06
25,Random,Heap,255,3.997e-06
25,Random,Bubble,255,3.723e-06
25,Random,Selection,300,2.834e-06
25,Random,Insertion,154,3.013e-06
25,Sorted,Heap,24,2.32e-07
25,Sorted,Bubble,24,2.17e-07
25,Sorted,Selection,300,1.92e-06
25,Sorted,Insertion,24,2.82e-07
25,Inversely-sorted,Heap,300,5.965e-06
25,Inversely-sorted,Bubble,300,5.742e-06
25,Inversely-sorted,Selection,300,2.462e-06
25,Inversely-sorted,Insertion,300,5.975e-06
25,Random,Heap,285,5.025e-06
25,Random,Bubble,285,4.313e-06
25,Random,Selection,300,2.866e-06
25,Random,Insertion,176,3.503e-06
25,Sorted,Heap,24,2.41e-07
25,Sorted,Bubble,24,1.97e-07
25,Sorted,Selection,300,1.938e-06
25,Sorted,Insertion,24,2.73e-07
25,Inversely-sorted,Heap,300,5.769e-06
25,Inversely-sorted,Bubble,300,5.691e-06
25,Inversely-sorted,Selection,300,2.359e-06
25,Inversely-sorted,Insertion,300,5.907e-06
25,Random,Heap,285,4.593e-06
25,Random,Bubble,285,4.122e-06
25,Random,Selection,300,2.871e-06
25,Random,Insertion,151,3.075e-06
25,Sorted,Heap,24,2.5e-07
25,Sorted,Bubble,24,2.15e-07
25,Sorted,Selection,300,1.877e-06
25,Sorted,Insertion,24,2.67e-07
25,Inversely-sorted,Heap,300,5.748e-06
25,Inversely-sorted,Bubble,300,0.000418068
25,Inversely-sorted,Selection,300,2.275e-06
25,Inversely-sorted,Insertion,300,6.003e-06
25,Random,Heap,285,4.572e-06
25,Random,Bubble,285,4.157e-06
25,Random,Selection,300,2.877e-06
25,Random,Insertion,183,3.12e-06
25,Sorted,Heap,24,2.48e-07
25,Sorted,Bubble,24,2.48e-07
25,Sorted,Selection,300,1.98e-06
25,Sorted,Insertion,24,3.12e-07
25,Inversely-sorted,Heap,300,5.762e-06
25,Inversely-sorted,Bubble,300,5.65e-06
25,Inversely-sorted,Selection,300,1.916e-06
25,Inversely-sorted,Insertion,300,5.846e-06
25,Random,Heap,299,5.302e-06
25,Random,Bubble,299,4.08e-06
25,Random,Selection,300,3.297e-06
25,Random,Insertion,196,3.903e-06
25,Sorted,Heap,24,2.9e-07
25,Sorted,Bubble,24,2.17e-07
25,Sorted,Selection,300,1.655e-06
25,Sorted,Insertion,24,2.73e-07
25,Inversely-sorted,Heap,300,5.979e-06
25,Inversely-sorted,Bubble,300,5.626e-06
25,Inversely-sorted,Selection,300,2.11e-06
25,Inversely-sorted,Insertion,300,5.211e-06
25,Random,Heap,294,5.207e-06
25,Random,Bubble,294,4.555e-06
25,Random,Selection,300,2.839e-06
25,Random,Insertion,209,4.175e-06
25,Sorted,Heap,24,2.66e-07
25,Sorted,Bubble,24,2.36e-07
25,Sorted,Selection,300,1.904e-06
25,Sorted,Insertion,24,2.65e-07
25,Inversely-sorted,Heap,300,5.727e-06
25,Inversely-sorted,Bubble,300,5.843e-06
25,Inversely-sorted,Selection,300,2.396e-06
25,Inversely-sorted,Insertion,300,5.905e-06
25,Random,Heap,264,5.5635e-05
25,Random,Bubble,264,4.373e-06
25,Random,Selection,300,2.804e-06
25,Random,Insertion,174,3.354e-06
25,Sorted,Heap,24,2.33e-07
25,Sorted,Bubble,24,2.45e-07
25,Sorted,Selection,300,1.997e-06
25,Sorted,Insertion,24,2.81e-07
25,Inversely-sorted,Heap,300,5.662e-06
25,Inversely-sorted,Bubble,300,5.657e-06
25,Inversely-sorted,Selection,300,2.429e-06
25,Inversely-sorted,Insertion,300,6.092e-06
25,Random,Heap,290,4.896e-06
25,Random,Bubble,290,4.192e-06
25,Random,Selection,300,2.851e-06
25,Random,Insertion,188,3.532e-06
25,Sorted,Heap,24,2.51e-07
25,Sorted,Bubble,24,2.27e-07
25,Sorted,Selection,300,2.096e-06
25,Sorted,Insertion,24,3.46e-07
25,Inversely-sorted,Heap,300,5.801e-06
25,Inversely-sorted,Bubble,300,5.362e-06
25,Inversely-sorted,Selection,300,2.247e-06
25,Inversely-sorted,Insertion,300,5.337e-06
25,Random,Heap,255,3.655e-06
25,Random,Bubble,255,3.304e-06
25,Random,Selection,300,2.724e-06
25,Random,Insertion,138,2.75e-06
25,Sorted,Heap,24,2.53e-07
25,Sorted,Bubble,24,2.41e-07
25,Sorted,Selection,300,1.787e-06
25,Sorted,Insertion,24,2.72e-07
25,Inversely-sorted,Heap,300,5.721e-06
25,Inversely-sorted,Bubble,300,5.686e-06
25,Inversely-sorted,Selection,300,2.115e-06
25,Inversely-sorted,Insertion,300,5.984e-06
25,Random,Heap,290,4.324e-06
25,Random,Bubble,290,3.697e-06
25,Random,Selection,300,2.7e-06
25,Random,Insertion,145,2.604e-06
25,Sorted,Heap,24,1.93e-07
25,Sorted,Bubble,24,2.13e-07
25,Sorted,Selection,300,1.602e-06
25,Sorted,Insertion,24,2.25e-07
25,Inversely-sorted,Heap,300,5.401e-06
25,Inversely-sorted,Bubble,300,5.335e-06
25,Inversely-sorted,Selection,300,2.104e-06
25,Inversely-sorted,Insertion,300,5.877e-06
25,Random,Heap,290,4.855e-06
25,Random,Bubble,290,4.198e-06
25,Random,Selection,300,2.643e-06
25,Random,Insertion,194,3.565e-06
25,Sorted,Heap,24,2.52e-07
25,Sorted,Bubble,24,2.35e-07
25,Sorted,Selection,300,1.788e-06
25,Sorted,Insertion,24,2.69e-07
25,Inversely-sorted,Heap,300,5.637e-06
25,Inversely-sorted,Bubble,300,5.53e-06
25,Inversely-sorted,Selection,300,2.064e-06
25,Inversely-sorted,Insertion,300,5.846e-06
25,Random,Heap,279,4.743e-06
25,Random,Bubble,279,4.069e-06
25,Random,Selection,300,2.739e-06
25,Random,Insertion,175,3.395e-06
25,Sorted,Heap,24,2.2e-07
25,Sorted,Bubble,24,2.41e-07
25,Sorted,Selection,300,1.776e-06
25,Sorted,Insertion,24,2.36e-07
25,Inversely-sorted,Heap,300,5.329e-06
25,Inversely-sorted,Bubble,300,5.399e-06
25,Inversely-sorted,Selection,300,1.842e-06
25,Inversely-sorted,Insertion,300,5.975e-06
25,Random,Heap,299,4.99e-06
25,Random,Bubble,299,4.52e-06
25,Random,Selection,300,3.235e-06
25,Random,Insertion,135,2.665e-06
25,Sorted,Heap,24,2.61e-07
25,Sorted,Bubble,24,2.47e-07
25,Sorted,Selection,300,1.718e-06
25,Sorted,Insertion,24,2.48e-07
25,Inversely-sorted,Heap,300,5.64e-06
25,Inversely-sorted,Bubble,300,5.631e-06
25,Inversely-sorted,Selection,300,2.004e-06
25,Inversely-sorted,Insertion,300,5.331e-06
25,Random,Heap,294,5.04e-06
25,Random,Bubble,294,4.471e-06
25,Random,Selection,300,2.924e-06
25,Random,Insertion,200,3.883e-06
25,Sorted,Heap,24,2.37e-07
25,Sorted,Bubble,24,2.38e-07
25,Sorted,Selection,300,1.804e-06
25,Sorted,Insertion,24,2.74e-07
25,Inversely-sorted,Heap,300,5.685e-06
25,Inversely-sorted,Bubble,300,5.539e-06
25,Inversely-sorted,Selection,300,2.001e-06
25,Inversely-sorted,Insertion,300,5.937e-06
25,Random,Heap,285,4.32e-06
25,Random,Bubble,285,3.657e-06
25,Random,Selection,300,2.732e-06
25,Random,Insertion,140,2.74e-06
25,Sorted,Heap,24,2.28e-07
25,Sorted,Bubble,24,2.3e-07
25,Sorted,Selection,300,1.786e-06
25,Sorted,Insertion,24,2.46e-07
25,Inversely-sorted,Heap,300,5.24e-06
25,Inversely-sorted,Bubble,300,5.356e-06
25,Inversely-sorted,Selection,300,1.906e-06
25,Inversely-sorted,Insertion,300,5.849e-06
25,Random,Heap,299,4.874e-06
25,Random,Bubble,299,3.981e-06
25,Random,Selection,300,2.719e-06
25,Random,Insertion,168,3.24e-06
25,Sorted,Heap,24,2.58e-07
25,Sorted,Bubble,24,2.01e-07
25,Sorted,Selection,300,1.845e-06
25,Sorted,Insertion,24,2.84e-07
25,Inversely-sorted,Heap,300,5.574e-06
25,Inversely-sorted,Bubble,300,5.577e-06
25,Inversely-sorted,Selection,300,2.001e-06
25,Inversely-sorted,Insertion,300,5.828e-06
25,Random,Heap,294,4.849e-06
25,Random,Bubble,294,3.951e-06
25,Random,Selection,300,2.475e-06
25,Random,Insertion,169,3.071e-06
25,Sorted,Heap,24,2.22e-07
25,Sorted,Bubble,24,2.16e-07
25,Sorted,Selection,300,1.551e-06
25,Sorted,Insertion,24,2.21e-07
25,Inversely-sorted,Heap,300,4.633e-06
25,Inversely-sorted,Bubble,300,4.929e-06
25,Inversely-sorted,Selection,300,1.761e-06
25,Inversely-sorted,Insertion,300,4.838e-06
25,Random,Heap,285,4.724e-06
25,Random,Bubble,285,4.397e-06
25,Random,Selection,300,2.774e-06
25,Random,Insertion,191,3.432e-06
25,Sorted,Heap,24,3.06e-07
25,Sorted,Bubble,24,3.86e-07
25,Sorted,Selection,300,2.026e-06
25,Sorted,Insertion,24,3.2e-07
25,Inversely-sorted,Heap,300,5.871e-06
25,Inversely-sorted,Bubble,300,5.924e-06
25,Inversely-sorted,Selection,300,2.434e-06
25,Inversely-sorted,Insertion,300,5.842e-06
25,Random,Heap,285,4.452e-05
25,Random,Bubble,285,4.041e-06
25,Random,Selection,300,2.462e-06
25,Random,Insertion,156,4.5702e-05
25,Sorted,Heap,24,2.88e-07
25,Sorted,Bubble,24,2.73e-07
25,Sorted,Selection,300,1.92e-06
25,Sorted,Insertion,24,2.9e-07
25,Inversely-sorted,Heap,300,5.73e-06
25,Inversely-sorted,Bubble,300,5.871e-06
25,Inversely-sorted,Selection,300,2.287e-06
25,Inversely-sorted,Insertion,300,5.953e-06
25,Random,Heap,294,4.715e-06
25,Random,Bubble,294,4.053e-06
25,Random,Selection,300,2.791e-06
25,Random,Insertion,161,4.1786e-05
25,Sorted,Heap,24,2.5e-07
25,Sorted,Bubble,24,1.81e-07
25,Sorted,Selection,300,1.86e-06
25,Sorted,Insertion,24,2.74e-07
25,Inversely-sorted,Heap,300,5.245e-06
25,Inversely-sorted,Bubble,300,5.612e-06
25,Inversely-sorted,Selection,300,2.424e-06
25,Inversely-sorted,Insertion,300,5.933e-06
25,Random,Heap,294,6.7587e-05
25,Random,Bubble,294,4.83e-06
25,Random,Selection,300,2.914e-06
25,Random,Insertion,196,3.9231e-05
25,Sorted,Heap,24,2.68e-07
25,Sorted,Bubble,24,2.35e-07
25,Sorted,Selection,300,1.867e-06
25,Sorted,Insertion,24,2.81e-07
25,Inversely-sorted,Heap,300,5.59e-06
25,Inversely-sorted,Bubble,300,5.606e-06
25,Inversely-sorted,Selection,300,2.081e-06
25,Inversely-sorted,Insertion,300,4.325e-06
26,Random,Heap,325,3.731e-06
26,Random,Bubble,325,3.351e-06
26,Random,Selection,325,2.3636e-05
26,Random,Insertion,210,3.598e-06
26,Sorted,Heap,25,2.37e-07
26,Sorted,Bubble,25,1.71e-07
26,Sorted,Selection,325,1.863e-06
26,Sorted,Insertion,25,3.19e-07
26,Inversely-sorted,Heap,325,1.4386e-05
26,Inversely-sorted,Bubble,325,5.752e-06
26,Inversely-sorted,Selection,325,0.000113094
26,Inversely-sorted,Insertion,325,6.793e-06
26,Random,Heap,324,5.643e-06
26,Random,Bubble,324,4.847e-06
26,Random,Selection,325,2.702e-06
26,Random,Insertion,206,3.51e-06
26,Sorted,Heap,25,2.34e-07
26,Sorted,Bubble,25,2.52e-07
26,Sorted,Selection,325,1.99e-06
26,Sorted,Insertion,25,2.66e-07
26,Inversely-sorted,Heap,325,6.296e-06
26,Inversely-sorted,Bubble,325,7.245e-06
26,Inversely-sorted,Selection,325,0.000198765
26,Inversely-sorted,Insertion,325,6.361e-06
26,Random,Heap,280,4.225e-06
26,Random,Bubble,280,3.81e-06
26,Random,Selection,325,2.908e-06
26,Random,Insertion,159,3.08e-06
26,Sorted,Heap,25,2.34e-07
26,Sorted,Bubble,25,2.8e-07
26,Sorted,Selection,325,2.063e-06
26,Sorted,Insertion,25,2.92e-07
26,Inversely-sorted,Heap,325,6.154e-06
26,Inversely-sorted,Bubble,325,6.206e-06
26,Inversely-sorted,Selection,325,3.3598e-05
26,Inversely-sorted,Insertion,325,6.306e-06
26,Random,Heap,319,4.793e-06
26,Random,Bubble,319,4.056e-06
26,Random,Selection,325,2.809e-06
26,Random,Insertion,163,3.141e-06
26,Sorted,Heap,25,2.96e-07
26,Sorted,Bubble,25,2.39e-07
26,Sorted,Selection,325,2.07e-06
26,Sorted,Insertion,25,2.98e-07
26,Inversely-sorted,Heap,325,6.131e-06
26,Inversely-sorted,Bubble,325,5.935e-06
26,Inversely-sorted,Selection,325,2.292e-06
26,Inversely-sorted,Insertion,325,6.276e-06
26,Random,Heap,310,5.363e-06
26,Random,Bubble,310,4.513e-06
26,Random,Selection,325,2.79e-06
26,Random,Insertion,196,3.825e-06
26,Sorted,Heap,25,2.43e-07
26,Sorted,Bubble,25,2.44e-07
26,Sorted,Selection,325,1.87e-06
26,Sorted,Insertion,25,2.68e-07
26,Inversely-sorted,Heap,325,6.105e-06
26,Inversely-sorted,Bubble,325,3.4716e-05
26,Inversely-sorted,Selection,325,2.227e-06
26,Inversely-sorted,Insertion,325,6.303e-06
26,Random,Heap,304,5.348e-06
26,Random,Bubble,304,4.449e-06
26,Random,Selection,325,2.833e-06
26,Random,Insertion,198,3.788e-06
26,Sorted,Heap,25,2.55e-07
26,Sorted,Bubble,25,2.46e-07
26,Sorted,Selection,325,1.886e-06
26,Sorted,Insertion,25,2.68e-07
26,Inversely-sorted,Heap,325,5.984e-06
26,Inversely-sorted,Bubble,325,7.102e-06
26,Inversely-sorted,Selection,325,2.564e-06
26,Inversely-sorted,Insertion,325,6.585e-06
26,Random,Heap,310,4.116e-06
26,Random,Bubble,310,3.777e-06
26,Random,Selection,325,2.687e-06
26,Random,Insertion,155,3.103e-06
26,Sorted,Heap,25,2.51e-07
26,Sorted,Bubble,25,2.29e-07
26,Sorted,Selection,325,2.005e-06
26,Sorted,Insertion,25,2.91e-07
26,Inversely-sorted,Heap,325,2.5068e-05
26,Inversely-sorted,Bubble,325,5.927e-06
26,Inversely-sorted,Selection,325,1.995e-06
26,Inversely-sorted,Insertion,325,6.385e-06
26,Random,Heap,259,4.08e-06
26,Random,Bubble,259,3.331e-06
26,Random,Selection,325,2.818e-06
26,Random,Insertion,131,2.555e-06
26,Sorted,Heap,25,2.25e-07
26,Sorted,Bubble,25,2.35e-07
26,Sorted,Selection,325,1.79e-06
26,Sorted,Insertion,25,2.37e-07
26,Inversely-sorted,Heap,325,5.498e-06
26,Inversely-sorted,Bubble,325,5.725e-06
26,Inversely-sorted,Selection,325,2.003e-06
26,Inversely-sorted,Insertion,325,6.034e-06
26,Random,Heap,310,4.915e-06
26,Random,Bubble,310,4.255e-06
26,Random,Selection,325,2.962e-06
26,Random,Insertion,183,3.575e-06
26,Sorted,Heap,25,2.27e-07
26,Sorted,Bubble,25,2.81e-07
26,Sorted,Selection,325,1.903e-06
26,Sorted,Insertion,25,3.15e-07
26,Inversely-sorted,Heap,325,6.136e-06
26,Inversely-sorted,Bubble,325,6.01e-06
26,Inversely-sorted,Selection,325,2.076e-06
26,Inversely-sorted,Insertion,325,6.288e-06
26,Random,Heap,322,5.603e-06
26,Random,Bubble,322,4.65e-06
26,Random,Selection,325,2.785e-06
26,Random,Insertion,210,3.629e-06
26,Sorted,Heap,25,2.4e-07
26,Sorted,Bubble,25,2.36e-07
26,Sorted,Selection,325,1.951e-06
26,Sorted,Insertion,25,2.53e-07
26,Inversely-sorted,Heap,325,6.079e-06
26,Inversely-sorted,Bubble,325,6.005e-06
26,Inversely-sorted,Selection,325,2.094e-06
26,Inversely-sorted,Insertion,325,6.409e-06
26,Random,Heap,259,4.041e-06
26,Random,Bubble,259,3.562e-06
26,Random,Selection,325,2.854e-06
26,Random,Insertion,158,3.15e-06
26,Sorted,Heap,25,2.23e-07
26,Sorted,Bubble,25,2.58e-07
26,Sorted,Selection,325,1.868e-06
26,Sorted,Insertion,25,2.56e-07
26,Inversely-sorted,Heap,325,5.731e-06
26,Inversely-sorted,Bubble,325,5.848e-06
26,Inversely-sorted,Selection,325,2.214e-06
26,Inversely-sorted,Insertion,325,6.042e-06
26,Random,Heap,310,4.827e-06
26,Random,Bubble,310,3.961e-06
26,Random,Selection,325,2.706e-06
26,Random,Insertion,160,3.129e-06
26,Sorted,Heap,25,2.94e-07
26,Sorted,Bubble,25,2.38e-07
26,Sorted,Selection,325,1.945e-06
26,Sorted,Insertion,25,2.65e-07
26,Inversely-sorted,Heap,325,6.094e-06
26,Inversely-sorted,Bubble,325,6.04e-06
26,Inversely-sorted,Selection,325,2.089e-06
26,Inversely-sorted,Insertion,325,6.349e-06
26,Random,Heap,322,5.59e-06
26,Random,Bubble,322,4.92e-06
26,Random,Selection,325,2.866e-06
26,Random,Insertion,223,3.686e-06
26,Sorted,Heap,25,2.72e-07
26,Sorted,Bubble,25,2.46e-07
26,Sorted,Selection,325,1.834e-06
26,Sorted,Insertion,25,2.79e-07
26,Inversely-sorted,Heap,325,6.069e-06
26,Inversely-sorted,Bubble,325,6.014e-06
26,Inversely-sorted,Selection,325,1.966e-06
26,Inversely-sorted,Insertion,325,6.35e-06
26,Random,Heap,315,4.557e-06
26,Random,Bubble,315,3.947e-06
26,Random,Selection,325,2.558e-06
26,Random,Insertion,156,3.159e-06
26,Sorted,Heap,25,2.23e-07
26,Sorted,Bubble,25,2.35e-07
26,Sorted,Selection,325,1.887e-06
26,Sorted,Insertion,25,3.05e-07
26,Inversely-sorted,Heap,325,6.074e-06
26,Inversely-sorted,Bubble,325,5.984e-06
26,Inversely-sorted,Selection,325,1.951e-06
26,Inversely-sorted,Insertion,325,5.735e-06
26,Random,Heap,247,4.044e-06
26,Random,Bubble,247,3.258e-06
26,Random,Selection,325,2.816e-06
26,Random,Insertion,158,3.219e-06
26,Sorted,Heap,25,2.35e-07
26,Sorted,Bubble,25,2.39e-07
26,Sorted,Selection,325,1.879e-06
26,Sorted,Insertion,25,2.62e-07
26,Inversely-sorted,Heap,325,6.046e-06
26,Inversely-sorted,Bubble,325,5.987e-06
26,Inversely-sorted,Selection,325,1.961e-06
26,Inversely-sorted,Insertion,325,6.31e-06
26,Random,Heap,304,5.796e-06
26,Random,Bubble,304,4.405e-06
26,Random,Selection,325,3.177e-06
26,Random,Insertion,168,3.213e-06
26,Sorted,Heap,25,2.44e-07
26,Sorted,Bubble,25,2.42e-07
26,Sorted,Selection,325,1.85e-06
26,Sorted,Insertion,25,2.7e-07
26,Inversely-sorted,Heap,325,6.129e-06
26,Inversely-sorted,Bubble,325,6.003e-06
26,Inversely-sorted,Selection,325,1.9e-06
26,Inversely-sorted,Insertion,325,5.779e-06
26,Random,Heap,315,5.348e-06
26,Random,Bubble,315,4.562e-06
26,Random,Selection,325,2.88e-06
26,Random,Insertion,192,3.784e-06
26,Sorted,Heap,25,2.53e-07
26,Sorted,Bubble,25,2.25e-07
26,Sorted,Selection,325,1.856e-06
26,Sorted,Insertion,25,2.73e-07
26,Inversely-sorted,Heap,325,6.049e-06
26,Inversely-sorted,Bubble,325,5.923e-06
26,Inversely-sorted,Selection,325,1.992e-06
26,Inversely-sorted,Insertion,325,5.859e-06
26,Random,Heap,325,5.684e-06
26,Random,Bubble,325,4.716e-06
26,Random,Selection,325,2.979e-06
26,Random,Insertion,211,4.058e-06
26,Sorted,Heap,25,2.47e-07
26,Sorted,Bubble,25,2.39e-07
26,Sorted,Selection,325,1.877e-06
26,Sorted,Insertion,25,2.73e-07
26,Inversely-sorted,Heap,325,6.234e-06
26,Inversely-sorted,Bubble,325,6.045e-06
26,Inversely-sorted,Selection,325,1.963e-06
26,Inversely-sorted,Insertion,325,6.397e-06
26,Random,Heap,322,5.417e-06
26,Random,Bubble,322,4.739e-06
26,Random,Selection,325,2.832e-06
26,Random,Insertion,212,4.235e-06
26,Sorted,Heap,25,2.5e-07
26,Sorted,Bubble,25,2.45e-07
26,Sorted,Selection,325,1.862e-06
26,Sorted,Insertion,25,2.56e-07
26,Inversely-sorted,Heap,325,6.06e-06
26,Inversely-sorted,Bubble,325,5.886e-06
26,Inversely-sorted,Selection,325,1.908e-06
26,Inversely-sorted,Insertion,325,5.692e-06
26,Random,Heap,322,5.163e-06
26,Random,Bubble,322,4.506e-06
26,Random,Selection,325,2.879e-06
26,Random,Insertion,202,3.736e-06
26,Sorted,Heap,25,2.7e-07
26,Sorted,Bubble,25,2.21e-07
26,Sorted,Selection,325,1.817e-06
26,Sorted,Insertion,25,2.38e-07
26,Inversely-sorted,Heap,325,6.128e-06
26,Inversely-sorted,Bubble,325,6.047e-06
26,Inversely-sorted,Selection,325,2.122e-06
26,Inversely-sorted,Insertion,325,6.365e-06
26,Random,Heap,319,5.323e-06
26,Random,Bubble,319,4.41e-06
26,Random,Selection,325,2.999e-06
26,Random,Insertion,179,3.488e-06
26,Sorted,Heap,25,2.52e-07
26,Sorted,Bubble,25,2.4e-07
26,Sorted,Selection,325,1.753e-06
26,Sorted,Insertion,25,3.17e-07
26,Inversely-sorted,Heap,325,6.031e-06
26,Inversely-sorted,Bubble,325,6.046e-06
26,Inversely-sorted,Selection,325,2.041e-06
26,Inversely-sorted,Insertion,325,6.257e-06
26,Random,Heap,325,5.834e-06
26,Random,Bubble,325,4.713e-06
26,Random,Selection,325,2.772e-06
26,Random,Insertion,205,4e-06
26,Sorted,Heap,25,2.35e-07
26,Sorted,Bubble,25,2.35e-07
26,Sorted,Selection,325,1.966e-06
26,Sorted,Insertion,25,2.91e-07
26,Inversely-sorted,Heap,325,6.047e-06
26,Inversely-sorted,Bubble,325,5.992e-06
26,Inversely-sorted,Selection,325,1.831e-06
26,Inversely-sorted,Insertion,325,5.96e-06
26,Random,Heap,289,5.029e-06
26,Random,Bubble,289,4.309e-06
26,Random,Selection,325,3.1e-06
26,Random,Insertion,208,4.045e-06
26,Sorted,Heap,25,2.31e-07
26,Sorted,Bubble,25,2.56e-07
26,Sorted,Selection,325,1.862e-06
26,Sorted,Insertion,25,2.73e-07
26,Inversely-sorted,Heap,325,5.979e-06
26,Inversely-sorted,Bubble,325,7.267e-06
26,Inversely-sorted,Selection,325,2.628e-06
26,Inversely-sorted,Insertion,325,6.506e-06
26,Random,Heap,315,5.487e-06
26,Random,Bubble,315,4.685e-06
26,Random,Selection,325,2.794e-06
26,Random,Insertion,165,3.161e-06
26,Sorted,Heap,25,2.45e-07
26,Sorted,Bubble,25,2.37e-07
26,Sorted,Selection,325,1.826e-06
26,Sorted,Insertion,25,2.78e-07
26,Inversely-sorted,Heap,325,5.885e-06
26,Inversely-sorted,Bubble,325,5.512e-06
26,Inversely-sorted,Selection,325,1.805e-06
26,Inversely-sorted,Insertion,325,6.119e-06
26,Random,Heap,304,4.882e-06
26,Random,Bubble,304,4.33e-06
26,Random,Selection,325,2.843e-06
26,Random,Insertion,189,3.713e-06
26,Sorted,Heap,25,2.33e-07
26,Sorted,Bubble,25,2.27e-07
26,Sorted,Selection,325,1.851e-06
26,Sorted,Insertion,25,2.5e-07
26,Inversely-sorted,Heap,325,6.055e-06
26,Inversely-sorted,Bubble,325,6.026e-06
26,Inversely-sorted,Selection,325,2.001e-06
26,Inversely-sorted,Insertion,325,6.397e-06
26,Random,Heap,319,5.157e-06
26,Random,Bubble,319,4.147e-06
26,Random,Selection,325,2.824e-06
26,Random,Insertion,192,3.338e-06
26,Sorted,Heap,25,2.3e-07
26,Sorted,Bubble,25,1.87e-07
26,Sorted,Selection,325,1.843e-06
26,Sorted,Insertion,25,2.55e-07
26,Inversely-sorted,Heap,325,5.818e-06
26,Inversely-sorted,Bubble,325,6.064e-06
26,Inversely-sorted,Selection,325,2.511e-06
26,Inversely-sorted,Insertion,325,6.361e-06
26,Random,Heap,319,5.099e-06
26,Random,Bubble,319,4.388e-06
26,Random,Selection,325,2.775e-06
26,Random,Insertion,190,3.677e-06
26,Sorted,Heap,25,2.15e-07
26,Sorted,Bubble,25,2.91e-07
26,Sorted,Selection,325,1.956e-06
26,Sorted,Insertion,25,3.28e-07
26,Inversely-sorted,Heap,325,6.106e-06
26,Inversely-sorted,Bubble,325,6.086e-06
26,Inversely-sorted,Selection,325,2.341e-06
26,Inversely-sorted,Insertion,325,6.045e-06
26,Random,Heap,297,3.4427e-05
26,Random,Bubble,297,4.041e-06
26,Random,Selection,325,2.938e-06
26,Random,Insertion,160,3.115e-06
26,Sorted,Heap,25,2.21e-07
26,Sorted,Bubble,25,2.3e-07
26,Sorted,Selection,325,1.854e-06
26,Sorted,Insertion,25,2.88e-07
26,Inversely-sorted,Heap,325,6.145e-06
26,Inversely-sorted,Bubble,325,6.152e-06
26,Inversely-sorted,Selection,325,2.088e-06
26,Inversely-sorted,Insertion,325,6.327e-06
26,Random,Heap,319,3.3699e-05
26,Random,Bubble,319,3.4669e-05
26,Random,Selection,325,2.958e-06
26,Random,Insertion,189,3.787e-06
26,Sorted,Heap,25,2.58e-07
26,Sorted,Bubble,25,2.48e-07
26,Sorted,Selection,325,2.01e-06
26,Sorted,Insertion,25,2.84e-07
26,Inversely-sorted,Heap,325,6.095e-06
26,Inversely-sorted,Bubble,325,6.074e-06
26,Inversely-sorted,Selection,325,2.123e-06
26,Inversely-sorted,Insertion,325,6.32e-06
26,Random,Heap,297,4.3191e-05
26,Random,Bubble,297,4.78e-06
26,Random,Selection,325,3.121e-06
26,Random,Insertion,168,3.266e-06
26,Sorted,Heap,25,2.6e-07
26,Sorted,Bubble,25,2.37e-07
26,Sorted,Selection,325,1.872e-06
26,Sorted,Insertion,25,3e-07
26,Inversely-sorted,Heap,325,6.1e-06
26,Inversely-sorted,Bubble,325,6.115e-06
26,Inversely-sorted,Selection,325,2.072e-06
26,Inversely-sorted,Insertion,325,6.242e-06
27,Random,Heap,285,4.525e-06
27,Random,Bubble,285,3.359e-06
27,Random,Selection,351,2.958e-06
27,Random,Insertion,141,2.934e-06
27,Sorted,Heap,26,2.75e-07
27,Sorted,Bubble,26,2.4e-07
27,Sorted,Selection,351,2.089e-06
27,Sorted,Insertion,26,2.86e-07
27,Inversely-sorted,Heap,351,6.374e-06
27,Inversely-sorted,Bubble,351,6.482e-06
27,Inversely-sorted,Selection,351,2.387e-06
27,Inversely-sorted,Insertion,351,6.895e-06
27,Random,Heap,341,5.647e-06
27,Random,Bubble,341,4.992e-06
27,Random,Selection,351,3.104e-06
27,Random,Insertion,227,4.007e-06
27,Sorted,Heap,26,3.26e-07
27,Sorted,Bubble,26,2.36e-07
27,Sorted,Selection,351,1.969e-06
27,Sorted,Insertion,26,2.69e-07
27,Inversely-sorted,Heap,351,6.611e-06
27,Inversely-sorted,Bubble,351,6.518e-06
27,Inversely-sorted,Selection,351,4.572e-06
27,Inversely-sorted,Insertion,351,6.873e-06
27,Random,Heap,348,5.645e-06
